Time [s],Current,Voltage
0.225102692,0.297,3.042
0.225166692,0.292,3.047
0.225230692,0.279,3.065
0.225294692,0.260,3.088
0.225358692,0.240,3.115
0.225422692,0.219,3.141
0.225486692,0.204,3.163
0.225550692,0.194,3.175
0.225614692,0.194,3.178
0.225678692,0.200,3.171
0.225742692,0.213,3.155
0.225806692,0.231,3.130
0.225870692,0.253,3.104
0.225934692,0.272,3.077
0.225998692,0.287,3.057
0.226062692,0.296,3.046
0.226126692,0.296,3.043
0.226190692,0.286,3.053
0.226254692,0.272,3.073
0.226318692,0.252,3.097
0.226382692,0.231,3.125
0.226446692,0.212,3.150
0.226510692,0.198,3.168
0.226574692,0.193,3.178
0.226638692,0.194,3.176
0.226702692,0.204,3.165
0.226766692,0.219,3.146
0.226830692,0.240,3.121
0.226894692,0.260,3.095
0.226958692,0.278,3.069
0.227022692,0.290,3.051
0.227086692,0.297,3.043
0.227150692,0.293,3.046
0.227214692,0.282,3.059
0.227278692,0.264,3.081
0.227342692,0.244,3.108
0.227406692,0.224,3.135
0.227470692,0.207,3.159
0.227534692,0.196,3.174
0.227598692,0.193,3.179
0.227662692,0.197,3.175
0.227726692,0.209,3.160
0.227790692,0.227,3.138
0.227854692,0.248,3.110
0.227918692,0.268,3.084
0.227982692,0.285,3.061
0.228046692,0.294,3.046
0.228110692,0.297,3.042
0.228174692,0.290,3.048
0.228238692,0.277,3.066
0.228302692,0.257,3.091
0.228366692,0.237,3.118
0.228430692,0.216,3.144
0.228494692,0.203,3.164
0.228558692,0.194,3.175
0.228622692,0.193,3.176
0.228686692,0.201,3.168
0.228750692,0.216,3.152
0.228814692,0.234,3.127
0.228878692,0.255,3.100
0.228942692,0.275,3.073
0.229006692,0.289,3.054
0.229070692,0.297,3.043
0.229134692,0.296,3.043
0.229198692,0.286,3.054
0.229262692,0.270,3.074
0.229326692,0.250,3.102
0.229390692,0.229,3.129
0.229454692,0.211,3.153
0.229518692,0.198,3.169
0.229582692,0.193,3.178
0.229646692,0.196,3.175
0.229710692,0.205,3.163
0.229774692,0.223,3.142
0.229838692,0.242,3.116
0.229902692,0.263,3.089
0.229966692,0.281,3.066
0.230030692,0.293,3.050
0.230094692,0.297,3.042
0.230158692,0.293,3.046
0.230222692,0.281,3.062
0.230286692,0.263,3.085
0.230350692,0.241,3.111
0.230414692,0.222,3.138
0.230478692,0.205,3.160
0.230542692,0.196,3.174
0.230606692,0.193,3.178
0.230670692,0.200,3.172
0.230734692,0.212,3.157
0.230798692,0.229,3.134
0.230862692,0.250,3.108
0.230926692,0.270,3.081
0.230990692,0.286,3.059
0.231054692,0.296,3.046
0.231118692,0.296,3.043
0.231182692,0.289,3.053
0.231246692,0.275,3.070
0.231310692,0.255,3.096
0.231374692,0.234,3.122
0.231438692,0.215,3.148
0.231502692,0.201,3.167
0.231566692,0.193,3.178
0.231630692,0.194,3.178
0.231694692,0.203,3.168
0.231758692,0.218,3.149
0.231822692,0.237,3.125
0.231886692,0.259,3.097
0.231950692,0.277,3.072
0.232014692,0.290,3.054
0.232078692,0.297,3.043
0.232142692,0.294,3.044
0.232206692,0.283,3.058
0.232270692,0.268,3.078
0.232334692,0.248,3.106
0.232398692,0.226,3.133
0.232462692,0.208,3.156
0.232526692,0.198,3.172
0.232590692,0.194,3.178
0.232654692,0.197,3.175
0.232718692,0.208,3.161
0.232782692,0.224,3.141
0.232846692,0.245,3.114
0.232910692,0.266,3.088
0.232974692,0.283,3.065
0.233038692,0.294,3.048
0.233102692,0.297,3.042
0.233166692,0.292,3.048
0.233230692,0.278,3.065
0.233294692,0.260,3.089
0.233358692,0.240,3.116
0.233422692,0.220,3.141
0.233486692,0.204,3.163
0.233550692,0.194,3.176
0.233614692,0.194,3.178
0.233678692,0.200,3.171
0.233742692,0.213,3.156
0.233806692,0.231,3.131
0.233870692,0.253,3.104
0.233934692,0.272,3.077
0.233998692,0.287,3.057
0.234062692,0.296,3.044
0.234126692,0.296,3.044
0.234190692,0.287,3.054
0.234254692,0.272,3.073
0.234318692,0.252,3.099
0.234382692,0.231,3.125
0.234446692,0.212,3.150
0.234510692,0.198,3.168
0.234574692,0.193,3.178
0.234638692,0.196,3.176
0.234702692,0.204,3.165
0.234766692,0.220,3.146
0.234830692,0.240,3.121
0.234894692,0.261,3.093
0.234958692,0.279,3.069
0.235022692,0.292,3.051
0.235086692,0.297,3.043
0.235150692,0.293,3.046
0.235214692,0.282,3.061
0.235278692,0.264,3.082
0.235342692,0.245,3.108
0.235406692,0.224,3.135
0.235470692,0.207,3.159
0.235534692,0.197,3.172
0.235598692,0.193,3.176
0.235662692,0.198,3.172
0.235726692,0.209,3.159
0.235790692,0.227,3.137
0.235854692,0.248,3.110
0.235918692,0.268,3.082
0.235982692,0.285,3.061
0.236046692,0.294,3.046
0.236110692,0.297,3.042
0.236174692,0.290,3.048
0.236238692,0.277,3.066
0.236302692,0.257,3.092
0.236366692,0.237,3.118
0.236430692,0.218,3.145
0.236494692,0.203,3.165
0.236558692,0.194,3.176
0.236622692,0.193,3.178
0.236686692,0.201,3.169
0.236750692,0.215,3.152
0.236814692,0.234,3.127
0.236878692,0.256,3.100
0.236942692,0.274,3.076
0.237006692,0.289,3.055
0.237070692,0.297,3.044
0.237134692,0.294,3.044
0.237198692,0.285,3.055
0.237262692,0.270,3.076
0.237326692,0.249,3.103
0.237390692,0.229,3.129
0.237454692,0.211,3.153
0.237518692,0.197,3.171
0.237582692,0.193,3.178
0.237646692,0.196,3.176
0.237710692,0.207,3.164
0.237774692,0.222,3.144
0.237838692,0.242,3.119
0.237902692,0.263,3.091
0.237966692,0.281,3.066
0.238030692,0.293,3.050
0.238094692,0.297,3.042
0.238158692,0.293,3.047
0.238222692,0.281,3.062
0.238286692,0.263,3.085
0.238350692,0.241,3.112
0.238414692,0.222,3.138
0.238478692,0.205,3.161
0.238542692,0.196,3.175
0.238606692,0.194,3.178
0.238670692,0.198,3.172
0.238734692,0.212,3.157
0.238798692,0.230,3.133
0.238862692,0.250,3.107
0.238926692,0.270,3.080
0.238990692,0.286,3.058
0.239054692,0.294,3.044
0.239118692,0.297,3.042
0.239182692,0.289,3.050
0.239246692,0.275,3.069
0.239310692,0.255,3.095
0.239374692,0.235,3.122
0.239438692,0.215,3.146
0.239502692,0.201,3.165
0.239566692,0.194,3.176
0.239630692,0.194,3.176
0.239694692,0.203,3.165
0.239758692,0.218,3.148
0.239822692,0.238,3.123
0.239886692,0.259,3.096
0.239950692,0.278,3.070
0.240014692,0.292,3.051
0.240078692,0.298,3.042
0.240142692,0.296,3.044
0.240206692,0.285,3.057
0.240270692,0.268,3.078
0.240334692,0.246,3.104
0.240398692,0.227,3.131
0.240462692,0.209,3.156
0.240526692,0.198,3.171
0.240590692,0.194,3.176
0.240654692,0.197,3.174
0.240718692,0.208,3.160
0.240782692,0.226,3.140
0.240846692,0.245,3.112
0.240910692,0.266,3.087
0.240974692,0.283,3.063
0.241038692,0.294,3.047
0.241102692,0.297,3.042
0.241166692,0.292,3.047
0.241230692,0.279,3.065
0.241294692,0.260,3.088
0.241358692,0.240,3.115
0.241422692,0.219,3.141
0.241486692,0.204,3.163
0.241550692,0.196,3.175
0.241614692,0.194,3.178
0.241678692,0.201,3.171
0.241742692,0.213,3.155
0.241806692,0.231,3.130
0.241870692,0.253,3.103
0.241934692,0.272,3.077
0.241998692,0.287,3.057
0.242062692,0.297,3.044
0.242126692,0.296,3.043
0.242190692,0.287,3.053
0.242254692,0.272,3.072
0.242318692,0.253,3.097
0.242382692,0.231,3.125
0.242446692,0.212,3.150
0.242510692,0.200,3.168
0.242574692,0.193,3.178
0.242638692,0.196,3.176
0.242702692,0.204,3.165
0.242766692,0.220,3.146
0.242830692,0.240,3.121
0.242894692,0.260,3.093
0.242958692,0.279,3.069
0.243022692,0.292,3.051
0.243086692,0.297,3.042
0.243150692,0.293,3.046
0.243214692,0.282,3.059
0.243278692,0.266,3.082
0.243342692,0.245,3.108
0.243406692,0.224,3.135
0.243470692,0.207,3.159
0.243534692,0.196,3.174
0.243598692,0.193,3.178
0.243662692,0.198,3.174
0.243726692,0.209,3.160
0.243790692,0.226,3.137
0.243854692,0.248,3.111
0.243918692,0.267,3.084
0.243982692,0.285,3.062
0.244046692,0.294,3.047
0.244110692,0.296,3.043
0.244174692,0.290,3.051
0.244238692,0.277,3.068
0.244302692,0.257,3.092
0.244366692,0.237,3.119
0.244430692,0.216,3.145
0.244494692,0.203,3.165
0.244558692,0.194,3.176
0.244622692,0.194,3.178
0.244686692,0.201,3.168
0.244750692,0.216,3.150
0.244814692,0.235,3.127
0.244878692,0.256,3.100
0.244942692,0.275,3.074
0.245006692,0.289,3.054
0.245070692,0.296,3.043
0.245134692,0.294,3.043
0.245198692,0.286,3.055
0.245262692,0.270,3.074
0.245326692,0.250,3.102
0.245390692,0.229,3.129
0.245454692,0.211,3.153
0.245518692,0.198,3.169
0.245582692,0.193,3.176
0.245646692,0.196,3.175
0.245710692,0.207,3.163
0.245774692,0.222,3.142
0.245838692,0.242,3.116
0.245902692,0.263,3.089
0.245966692,0.281,3.066
0.246030692,0.292,3.048
0.246094692,0.297,3.042
0.246158692,0.293,3.047
0.246222692,0.281,3.062
0.246286692,0.263,3.084
0.246350692,0.242,3.111
0.246414692,0.222,3.138
0.246478692,0.205,3.160
0.246542692,0.196,3.174
0.246606692,0.193,3.179
0.246670692,0.198,3.172
0.246734692,0.211,3.156
0.246798692,0.230,3.134
0.246862692,0.250,3.107
0.246926692,0.270,3.080
0.246990692,0.286,3.059
0.247054692,0.296,3.046
0.247118692,0.296,3.043
0.247182692,0.289,3.051
0.247246692,0.274,3.069
0.247310692,0.255,3.095
0.247374692,0.234,3.122
0.247438692,0.215,3.148
0.247502692,0.200,3.168
0.247566692,0.193,3.176
0.247630692,0.194,3.178
0.247694692,0.203,3.168
0.247758692,0.218,3.150
0.247822692,0.237,3.126
0.247886692,0.259,3.097
0.247950692,0.277,3.073
0.248014692,0.290,3.054
0.248078692,0.297,3.043
0.248142692,0.294,3.046
0.248206692,0.285,3.058
0.248270692,0.267,3.080
0.248334692,0.246,3.106
0.248398692,0.226,3.133
0.248462692,0.208,3.157
0.248526692,0.197,3.172
0.248590692,0.193,3.179
0.248654692,0.197,3.175
0.248718692,0.208,3.163
0.248782692,0.224,3.141
0.248846692,0.245,3.114
0.248910692,0.266,3.087
0.248974692,0.282,3.065
0.249038692,0.294,3.048
0.249102692,0.297,3.043
0.249166692,0.292,3.048
0.249230692,0.278,3.065
0.249294692,0.260,3.089
0.249358692,0.240,3.116
0.249422692,0.220,3.142
0.249486692,0.204,3.164
0.249550692,0.196,3.175
0.249614692,0.194,3.178
0.249678692,0.201,3.171
0.249742692,0.213,3.155
0.249806692,0.233,3.131
0.249870692,0.253,3.104
0.249934692,0.274,3.078
0.249998692,0.287,3.057
0.250062692,0.297,3.044
0.250126692,0.296,3.043
0.250190692,0.287,3.054
0.250254692,0.272,3.073
0.250318692,0.252,3.099
0.250382692,0.231,3.126
0.250446692,0.212,3.150
0.250510692,0.200,3.169
0.250574692,0.194,3.178
0.250638692,0.196,3.176
0.250702692,0.205,3.165
0.250766692,0.220,3.146
0.250830692,0.240,3.121
0.250894692,0.261,3.093
0.250958692,0.279,3.069
0.251022692,0.292,3.051
0.251086692,0.297,3.042
0.251150692,0.294,3.046
0.251214692,0.282,3.061
0.251278692,0.266,3.082
0.251342692,0.245,3.108
0.251406692,0.224,3.134
0.251470692,0.207,3.159
0.251534692,0.197,3.174
0.251598692,0.193,3.178
0.251662692,0.198,3.174
0.251726692,0.209,3.159
0.251790692,0.227,3.137
0.251854692,0.248,3.110
0.251918692,0.268,3.082
0.251982692,0.285,3.061
0.252046692,0.296,3.046
0.252110692,0.297,3.042
0.252174692,0.290,3.048
0.252238692,0.278,3.066
0.252302692,0.259,3.091
0.252366692,0.237,3.118
0.252430692,0.218,3.145
0.252494692,0.203,3.164
0.252558692,0.194,3.175
0.252622692,0.194,3.176
0.252686692,0.201,3.168
0.252750692,0.216,3.150
0.252814692,0.235,3.127
0.252878692,0.256,3.100
0.252942692,0.274,3.074
0.253006692,0.289,3.055
0.253070692,0.297,3.043
0.253134692,0.294,3.044
0.253198692,0.286,3.055
0.253262692,0.270,3.076
0.253326692,0.249,3.102
0.253390692,0.229,3.129
0.253454692,0.211,3.155
0.253518692,0.197,3.171
0.253582692,0.193,3.178
0.253646692,0.196,3.176
0.253710692,0.207,3.164
0.253774692,0.222,3.144
0.253838692,0.242,3.118
0.253902692,0.263,3.089
0.253966692,0.281,3.066
0.254030692,0.292,3.050
0.254094692,0.296,3.043
0.254158692,0.292,3.047
0.254222692,0.281,3.063
0.254286692,0.261,3.085
0.254350692,0.241,3.112
0.254414692,0.220,3.140
0.254478692,0.204,3.161
0.254542692,0.196,3.174
0.254606692,0.193,3.178
0.254670692,0.198,3.172
0.254734692,0.212,3.157
0.254798692,0.229,3.134
0.254862692,0.250,3.107
0.254926692,0.271,3.081
0.254990692,0.286,3.059
0.255054692,0.296,3.046
0.255118692,0.296,3.043
0.255182692,0.289,3.051
0.255246692,0.274,3.069
0.255310692,0.255,3.095
0.255374692,0.234,3.122
0.255438692,0.215,3.148
0.255502692,0.200,3.167
0.255566692,0.194,3.176
0.255630692,0.194,3.176
0.255694692,0.203,3.167
0.255758692,0.218,3.149
0.255822692,0.237,3.123
0.255886692,0.259,3.096
0.255950692,0.277,3.072
0.256014692,0.290,3.053
0.256078692,0.297,3.043
0.256142692,0.296,3.044
0.256206692,0.285,3.057
0.256270692,0.268,3.077
0.256334692,0.248,3.104
0.256398692,0.227,3.131
0.256462692,0.209,3.155
0.256526692,0.197,3.171
0.256590692,0.193,3.176
0.256654692,0.196,3.174
0.256718692,0.208,3.160
0.256782692,0.226,3.140
0.256846692,0.245,3.112
0.256910692,0.266,3.087
0.256974692,0.283,3.063
0.257038692,0.294,3.047
0.257102692,0.297,3.042
0.257166692,0.292,3.047
0.257230692,0.279,3.063
0.257294692,0.260,3.088
0.257358692,0.240,3.115
0.257422692,0.220,3.142
0.257486692,0.204,3.163
0.257550692,0.194,3.175
0.257614692,0.193,3.178
0.257678692,0.201,3.171
0.257742692,0.213,3.153
0.257806692,0.231,3.130
0.257870692,0.253,3.103
0.257934692,0.272,3.077
0.257998692,0.287,3.057
0.258062692,0.296,3.043
0.258126692,0.296,3.043
0.258190692,0.287,3.053
0.258254692,0.272,3.072
0.258318692,0.253,3.097
0.258382692,0.233,3.125
0.258446692,0.213,3.150
0.258510692,0.200,3.168
0.258574692,0.193,3.176
0.258638692,0.196,3.175
0.258702692,0.205,3.164
0.258766692,0.220,3.145
0.258830692,0.241,3.119
0.258894692,0.261,3.092
0.258958692,0.279,3.068
0.259022692,0.293,3.050
0.259086692,0.297,3.042
0.259150692,0.294,3.044
0.259214692,0.282,3.059
0.259278692,0.264,3.081
0.259342692,0.245,3.108
0.259406692,0.223,3.134
0.259470692,0.207,3.159
0.259534692,0.197,3.174
0.259598692,0.194,3.178
0.259662692,0.198,3.174
0.259726692,0.211,3.159
0.259790692,0.227,3.137
0.259854692,0.249,3.110
0.259918692,0.268,3.084
0.259982692,0.283,3.062
0.260046692,0.294,3.046
0.260110692,0.297,3.043
0.260174692,0.290,3.050
0.260238692,0.277,3.068
0.260302692,0.257,3.092
0.260366692,0.237,3.119
0.260430692,0.216,3.145
0.260494692,0.203,3.164
0.260558692,0.194,3.176
0.260622692,0.194,3.178
0.260686692,0.201,3.169
0.260750692,0.216,3.152
0.260814692,0.234,3.129
0.260878692,0.256,3.100
0.260942692,0.274,3.074
0.261006692,0.289,3.055
0.261070692,0.296,3.044
0.261134692,0.296,3.044
0.261198692,0.286,3.055
0.261262692,0.270,3.076
0.261326692,0.250,3.100
0.261390692,0.229,3.127
0.261454692,0.211,3.153
0.261518692,0.198,3.169
0.261582692,0.193,3.178
0.261646692,0.196,3.175
0.261710692,0.207,3.163
0.261774692,0.223,3.142
0.261838692,0.242,3.116
0.261902692,0.263,3.089
0.261966692,0.281,3.066
0.262030692,0.293,3.048
0.262094692,0.297,3.042
0.262158692,0.293,3.046
0.262222692,0.281,3.061
0.262286692,0.263,3.084
0.262350692,0.241,3.111
0.262414692,0.222,3.138
0.262478692,0.205,3.160
0.262542692,0.196,3.174
0.262606692,0.194,3.178
0.262670692,0.198,3.172
0.262734692,0.212,3.156
0.262798692,0.230,3.133
0.262862692,0.250,3.107
0.262926692,0.270,3.080
0.262990692,0.286,3.058
0.263054692,0.296,3.044
0.263118692,0.297,3.043
0.263182692,0.289,3.051
0.263246692,0.274,3.070
0.263310692,0.255,3.095
0.263374692,0.234,3.122
0.263438692,0.215,3.148
0.263502692,0.201,3.167
0.263566692,0.193,3.176
0.263630692,0.194,3.178
0.263694692,0.203,3.168
0.263758692,0.218,3.150
0.263822692,0.237,3.125
0.263886692,0.259,3.096
0.263950692,0.277,3.072
0.264014692,0.290,3.053
0.264078692,0.296,3.044
0.264142692,0.294,3.046
0.264206692,0.283,3.058
0.264270692,0.267,3.080
0.264334692,0.246,3.107
0.264398692,0.226,3.133
0.264462692,0.208,3.157
0.264526692,0.197,3.174
0.264590692,0.193,3.179
0.264654692,0.196,3.175
0.264718692,0.208,3.161
0.264782692,0.224,3.141
0.264846692,0.245,3.115
0.264910692,0.266,3.088
0.264974692,0.282,3.065
0.265038692,0.293,3.048
0.265102692,0.297,3.043
0.265166692,0.292,3.050
0.265230692,0.278,3.065
0.265294692,0.260,3.089
0.265358692,0.240,3.116
0.265422692,0.219,3.144
0.265486692,0.203,3.164
0.265550692,0.194,3.175
0.265614692,0.193,3.179
0.265678692,0.200,3.171
0.265742692,0.213,3.156
0.265806692,0.233,3.131
0.265870692,0.253,3.104
0.265934692,0.272,3.078
0.265998692,0.287,3.058
0.266062692,0.296,3.044
0.266126692,0.296,3.044
0.266190692,0.287,3.054
0.266254692,0.271,3.074
0.266318692,0.252,3.099
0.266382692,0.231,3.126
0.266446692,0.213,3.152
0.266510692,0.200,3.169
0.266574692,0.193,3.179
0.266638692,0.196,3.178
0.266702692,0.205,3.167
0.266766692,0.220,3.146
0.266830692,0.240,3.122
0.266894692,0.260,3.093
0.266958692,0.279,3.069
0.267022692,0.292,3.053
0.267086692,0.297,3.043
0.267150692,0.293,3.046
0.267214692,0.282,3.059
0.267278692,0.264,3.082
0.267342692,0.244,3.110
0.267406692,0.223,3.135
0.267470692,0.207,3.159
0.267534692,0.196,3.174
0.267598692,0.193,3.179
0.267662692,0.197,3.174
0.267726692,0.209,3.160
0.267790692,0.227,3.137
0.267854692,0.248,3.111
0.267918692,0.268,3.084
0.267982692,0.285,3.061
0.268046692,0.294,3.046
0.268110692,0.297,3.043
0.268174692,0.290,3.051
0.268238692,0.277,3.068
0.268302692,0.257,3.092
0.268366692,0.237,3.119
0.268430692,0.216,3.145
0.268494692,0.201,3.165
0.268558692,0.194,3.176
0.268622692,0.194,3.178
0.268686692,0.201,3.168
0.268750692,0.216,3.152
0.268814692,0.235,3.127
0.268878692,0.256,3.099
0.268942692,0.275,3.073
0.269006692,0.289,3.054
0.269070692,0.296,3.043
0.269134692,0.296,3.043
0.269198692,0.286,3.054
0.269262692,0.270,3.074
0.269326692,0.250,3.100
0.269390692,0.229,3.129
0.269454692,0.211,3.153
0.269518692,0.198,3.169
0.269582692,0.194,3.178
0.269646692,0.196,3.175
0.269710692,0.207,3.163
0.269774692,0.223,3.144
0.269838692,0.242,3.118
0.269902692,0.263,3.091
0.269966692,0.282,3.066
0.270030692,0.293,3.050
0.270094692,0.297,3.043
0.270158692,0.293,3.047
0.270222692,0.281,3.062
0.270286692,0.263,3.085
0.270350692,0.242,3.112
0.270414692,0.222,3.138
0.270478692,0.205,3.160
0.270542692,0.196,3.174
0.270606692,0.193,3.178
0.270670692,0.200,3.172
0.270734692,0.212,3.157
0.270798692,0.230,3.134
0.270862692,0.250,3.107
0.270926692,0.270,3.081
0.270990692,0.286,3.059
0.271054692,0.296,3.046
0.271118692,0.296,3.043
0.271182692,0.289,3.051
0.271246692,0.274,3.070
0.271310692,0.255,3.095
0.271374692,0.234,3.121
0.271438692,0.215,3.148
0.271502692,0.201,3.167
0.271566692,0.194,3.176
0.271630692,0.194,3.176
0.271694692,0.204,3.167
0.271758692,0.218,3.149
0.271822692,0.238,3.125
0.271886692,0.257,3.096
0.271950692,0.277,3.070
0.272014692,0.290,3.053
0.272078692,0.297,3.043
0.272142692,0.294,3.044
0.272206692,0.285,3.057
0.272270692,0.267,3.078
0.272334692,0.248,3.104
0.272398692,0.226,3.131
0.272462692,0.209,3.155
0.272526692,0.197,3.171
0.272590692,0.193,3.178
0.272654692,0.197,3.174
0.272718692,0.208,3.160
0.272782692,0.226,3.140
0.272846692,0.245,3.114
0.272910692,0.266,3.085
0.272974692,0.283,3.063
0.273038692,0.294,3.046
0.273102692,0.297,3.042
0.273166692,0.292,3.047
0.273230692,0.278,3.063
0.273294692,0.260,3.087
0.273358692,0.240,3.115
0.273422692,0.219,3.141
0.273486692,0.204,3.163
0.273550692,0.196,3.175
0.273614692,0.194,3.178
0.273678692,0.201,3.169
0.273742692,0.213,3.153
0.273806692,0.231,3.130
0.273870692,0.253,3.102
0.273934692,0.272,3.076
0.273998692,0.287,3.057
0.274062692,0.296,3.044
0.274126692,0.296,3.043
0.274190692,0.287,3.053
0.274254692,0.271,3.073
0.274318692,0.252,3.097
0.274382692,0.231,3.125
0.274446692,0.212,3.150
0.274510692,0.200,3.168
0.274574692,0.193,3.176
0.274638692,0.194,3.176
0.274702692,0.204,3.164
0.274766692,0.219,3.146
0.274830692,0.240,3.121
0.274894692,0.260,3.092
0.274958692,0.279,3.068
0.275022692,0.292,3.050
0.275086692,0.297,3.042
0.275150692,0.294,3.046
0.275214692,0.282,3.059
0.275278692,0.264,3.081
0.275342692,0.245,3.108
0.275406692,0.223,3.135
0.275470692,0.207,3.159
0.275534692,0.197,3.172
0.275598692,0.193,3.178
0.275662692,0.198,3.172
0.275726692,0.209,3.159
0.275790692,0.227,3.137
0.275854692,0.248,3.110
0.275918692,0.268,3.084
0.275982692,0.285,3.061
0.276046692,0.296,3.046
0.276110692,0.297,3.042
0.276174692,0.290,3.050
0.276238692,0.275,3.068
0.276302692,0.257,3.092
0.276366692,0.237,3.118
0.276430692,0.218,3.145
0.276494692,0.203,3.164
0.276558692,0.194,3.175
0.276622692,0.194,3.178
0.276686692,0.201,3.168
0.276750692,0.216,3.150
0.276814692,0.235,3.127
0.276878692,0.256,3.100
0.276942692,0.275,3.074
0.277006692,0.289,3.055
0.277070692,0.297,3.043
0.277134692,0.296,3.044
0.277198692,0.286,3.054
0.277262692,0.270,3.076
0.277326692,0.250,3.102
0.277390692,0.229,3.129
0.277454692,0.211,3.153
0.277518692,0.198,3.171
0.277582692,0.193,3.178
0.277646692,0.196,3.175
0.277710692,0.207,3.164
0.277774692,0.222,3.144
0.277838692,0.242,3.116
0.277902692,0.264,3.088
0.277966692,0.282,3.065
0.278030692,0.293,3.048
0.278094692,0.297,3.042
0.278158692,0.293,3.047
0.278222692,0.281,3.062
0.278286692,0.263,3.085
0.278350692,0.242,3.111
0.278414692,0.222,3.138
0.278478692,0.205,3.160
0.278542692,0.196,3.174
0.278606692,0.193,3.178
0.278670692,0.200,3.172
0.278734692,0.212,3.156
0.278798692,0.230,3.133
0.278862692,0.250,3.106
0.278926692,0.270,3.080
0.278990692,0.286,3.059
0.279054692,0.296,3.044
0.279118692,0.297,3.042
0.279182692,0.289,3.051
0.279246692,0.274,3.069
0.279310692,0.255,3.095
0.279374692,0.234,3.122
0.279438692,0.215,3.148
0.279502692,0.201,3.167
0.279566692,0.193,3.176
0.279630692,0.194,3.176
0.279694692,0.204,3.167
0.279758692,0.218,3.148
0.279822692,0.238,3.123
0.279886692,0.259,3.096
0.279950692,0.277,3.072
0.280014692,0.290,3.053
0.280078692,0.297,3.043
0.280142692,0.294,3.044
0.280206692,0.283,3.057
0.280270692,0.267,3.078
0.280334692,0.246,3.106
0.280398692,0.226,3.133
0.280462692,0.208,3.156
0.280526692,0.197,3.171
0.280590692,0.193,3.179
0.280654692,0.197,3.175
0.280718692,0.208,3.161
0.280782692,0.224,3.141
0.280846692,0.245,3.114
0.280910692,0.266,3.088
0.280974692,0.283,3.063
0.281038692,0.293,3.048
0.281102692,0.296,3.043
0.281166692,0.290,3.050
0.281230692,0.278,3.065
0.281294692,0.260,3.089
0.281358692,0.240,3.116
0.281422692,0.219,3.142
0.281486692,0.203,3.164
0.281550692,0.194,3.176
0.281614692,0.194,3.179
0.281678692,0.200,3.171
0.281742692,0.213,3.156
0.281806692,0.231,3.131
0.281870692,0.253,3.104
0.281934692,0.272,3.078
0.281998692,0.287,3.058
0.282062692,0.297,3.044
0.282126692,0.297,3.044
0.282190692,0.287,3.054
0.282254692,0.271,3.073
0.282318692,0.252,3.100
0.282382692,0.231,3.126
0.282446692,0.212,3.152
0.282510692,0.200,3.169
0.282574692,0.193,3.178
0.282638692,0.196,3.176
0.282702692,0.205,3.165
0.282766692,0.220,3.146
0.282830692,0.240,3.122
0.282894692,0.260,3.093
0.282958692,0.279,3.069
0.283022692,0.292,3.051
0.283086692,0.297,3.043
0.283150692,0.294,3.046
0.283214692,0.282,3.061
0.283278692,0.266,3.082
0.283342692,0.245,3.110
0.283406692,0.223,3.135
0.283470692,0.208,3.160
0.283534692,0.196,3.174
0.283598692,0.194,3.178
0.283662692,0.198,3.174
0.283726692,0.209,3.159
0.283790692,0.227,3.137
0.283854692,0.248,3.110
0.283918692,0.268,3.084
0.283982692,0.285,3.062
0.284046692,0.296,3.047
0.284110692,0.297,3.043
0.284174692,0.290,3.050
0.284238692,0.277,3.068
0.284302692,0.257,3.092
0.284366692,0.237,3.119
0.284430692,0.216,3.145
0.284494692,0.203,3.165
0.284558692,0.194,3.175
0.284622692,0.194,3.178
0.284686692,0.203,3.168
0.284750692,0.216,3.152
0.284814692,0.234,3.127
0.284878692,0.256,3.100
0.284942692,0.275,3.074
0.285006692,0.289,3.054
0.285070692,0.296,3.043
0.285134692,0.296,3.043
0.285198692,0.286,3.055
0.285262692,0.270,3.076
0.285326692,0.249,3.102
0.285390692,0.229,3.129
0.285454692,0.211,3.153
0.285518692,0.198,3.169
0.285582692,0.194,3.178
0.285646692,0.196,3.175
0.285710692,0.207,3.163
0.285774692,0.223,3.142
0.285838692,0.244,3.116
0.285902692,0.263,3.089
0.285966692,0.281,3.065
0.286030692,0.293,3.048
0.286094692,0.298,3.042
0.286158692,0.293,3.047
0.286222692,0.281,3.062
0.286286692,0.261,3.085
0.286350692,0.242,3.112
0.286414692,0.222,3.140
0.286478692,0.205,3.161
0.286542692,0.196,3.175
0.286606692,0.193,3.179
0.286670692,0.198,3.172
0.286734692,0.212,3.157
0.286798692,0.230,3.134
0.286862692,0.250,3.107
0.286926692,0.270,3.081
0.286990692,0.286,3.061
0.287054692,0.294,3.046
0.287118692,0.296,3.043
0.287182692,0.289,3.053
0.287246692,0.274,3.070
0.287310692,0.255,3.096
0.287374692,0.234,3.123
0.287438692,0.213,3.149
0.287502692,0.200,3.168
0.287566692,0.193,3.178
0.287630692,0.194,3.178
0.287694692,0.203,3.167
0.287758692,0.218,3.149
0.287822692,0.237,3.125
0.287886692,0.257,3.097
0.287950692,0.277,3.072
0.288014692,0.290,3.053
0.288078692,0.297,3.044
0.288142692,0.294,3.046
0.288206692,0.283,3.058
0.288270692,0.267,3.080
0.288334692,0.246,3.106
0.288398692,0.226,3.133
0.288462692,0.208,3.157
0.288526692,0.197,3.172
0.288590692,0.194,3.179
0.288654692,0.197,3.175
0.288718692,0.208,3.161
0.288782692,0.224,3.140
0.288846692,0.245,3.114
0.288910692,0.266,3.087
0.288974692,0.283,3.063
